Timestamp,FrameNumber,FusionTime_ms,VLP_PreprocTime_ms,msg_to_pts_time_ms,cart_to_pts_time_ms,remap_time_ms,vlp_mean_time_ms,scatter_time_ms,VLP_FilteredTime_ms,sph_to_cart_pts_time_ms,filtered_publish_time_ms,ZED_PC_Time_ms,depth_to_cart_time_ms,pts_to_pc_time_ms,cp_to_np_time_ms,pc_to_msg_time_ms,TotalCallbackTime_ms,ncutoff,threshold
1750794606.8983414,1,48.6297607421875,137.6783847808838,1.7762184143066406,127.51913070678711,5.923271179199219,0.7839202880859375,1.6713142395019531,6.635427474975586,6.372690200805664,0.2467632293701172,19.968509674072266,11.565685272216797,6.799936294555664,2.6133060455322266,3.7331581115722656,234.73834991455078,0.1,1
1750794607.5831847,2,3.1998157501220703,4.264116287231445,2.126932144165039,1.055002212524414,0.9028911590576172,0.06437301635742188,0.11110305786132812,1.1794567108154297,0.9062290191650391,0.25343894958496094,11.158227920532227,6.061553955078125,3.3690929412841797,1.0962486267089844,1.3566017150878906,29.746294021606445,0.1,1
1750794609.5931282,3,2.3651123046875,3.6432743072509766,1.9032955169677734,0.8573532104492188,0.7228851318359375,0.05817413330078125,0.09822845458984375,0.7812976837158203,0.5586147308349609,0.20813941955566406,9.363651275634766,5.049228668212891,2.7189254760742188,1.0459423065185547,1.1129379272460938,24.63078498840332,0.1,1
1750794610.8613892,4,2.5522708892822266,3.4792423248291016,1.657247543334961,0.9524822235107422,0.7169246673583984,0.05316734313964844,0.09632110595703125,0.7843971252441406,0.6051063537597656,0.16736984252929688,11.768817901611328,4.924297332763672,5.440473556518555,1.5976428985595703,3.2739639282226562,25.818824768066406,0.1,1
1750794628.608444,1,2.2644996643066406,16.182899475097656,13.738870620727539,0.7147789001464844,1.6078948974609375,0.04506111145019531,0.07343292236328125,0.7238388061523438,0.6468296051025391,0.06222724914550781,12.236833572387695,5.251407623291016,4.899263381958008,1.4507770538330078,3.1347274780273438,39.121150970458984,0.1,1
1750794629.5656197,1,5.389213562011719,6.783723831176758,1.3239383697509766,2.6123523712158203,2.370119094848633,0.1685619354248047,0.2980232238769531,2.8967857360839844,2.5415420532226562,0.3001689910888672,12.19630241394043,5.421876907348633,4.7626495361328125,1.4269351959228516,1.5947818756103516,45.77159881591797,0.1,1
1750794630.5520844,2,2.4785995483398438,1.93023681640625,0.5481243133544922,0.6847381591796875,0.5681514739990234,0.04839897155761719,0.07843971252441406,0.667572021484375,0.5483627319335938,0.10204315185546875,8.892536163330078,4.965543746948242,2.5866031646728516,0.942230224609375,1.0924339294433594,22.011995315551758,0.1,1
1750794631.6323352,3,7.114887237548828,10.049581527709961,5.20634651184082,2.351522445678711,2.0532608032226562,0.1556873321533203,0.2727508544921875,1.7075538635253906,1.3875961303710938,0.2846717834472656,12.022256851196289,5.240678787231445,4.603385925292969,1.1191368103027344,1.7142295837402344,47.61648178100586,0.1,1
1750794632.5675304,4,3.507375717163086,7.92694091796875,2.6314258575439453,2.507925033569336,2.319812774658203,0.16355514526367188,0.293731689453125,1.5835762023925781,1.47247314453125,0.09632110595703125,9.828329086303711,5.842447280883789,2.5970935821533203,0.9107589721679688,1.1272430419921875,34.96074676513672,0.1,1
1750794633.6165478,5,4.909992218017578,8.057355880737305,2.9113292694091797,2.513408660888672,2.1669864654541016,0.1633167266845703,0.2918243408203125,1.96075439453125,1.5227794647216797,0.3991127014160156,11.931419372558594,6.370782852172852,3.345966339111328,1.4562606811523438,1.3880729675292969,45.73416709899902,0.1,1
1750794634.5686572,1,2.2614002227783203,2.5632381439208984,1.157999038696289,0.7174015045166016,0.5557537078857422,0.04935264587402344,0.080108642578125,0.5850791931152344,0.4496574401855469,0.12445449829101562,8.589029312133789,4.952907562255859,2.380847930908203,0.8561611175537109,0.9694099426269531,22.223711013793945,0.1,1
1750794635.6104844,2,2.438783645629883,4.003047943115234,2.607107162475586,0.7450580596923828,0.5257129669189453,0.0457763671875,0.07581710815429688,0.5853176116943359,0.4413127899169922,0.1323223114013672,12.838602066040039,4.923820495605469,6.448984146118164,2.386331558227539,3.4978389739990234,31.205415725708008,0.1,1
1750794636.6422849,3,4.827022552490234,11.006593704223633,4.531145095825195,3.442049026489258,2.5472640991210938,0.16880035400390625,0.3046989440917969,2.7196407318115234,2.165079116821289,0.4794597625732422,11.3677978515625,6.343603134155273,3.1354427337646484,1.0600090026855469,1.3301372528076172,48.03586006164551,0.1,1
1750794637.6252408,4,2.5339126586914062,3.804922103881836,1.8451213836669922,0.8301734924316406,0.8738040924072266,0.15616416931152344,0.09584426879882812,0.8437633514404297,0.6325244903564453,0.19598007202148438,12.704849243164062,6.996393203735352,3.891468048095703,1.4705657958984375,1.8765926361083984,28.448104858398438,0.1,1
1750794638.6304333,5,5.009889602661133,11.695146560668945,5.024194717407227,3.4008026123046875,2.405881881713867,0.22482872009277344,0.6265640258789062,2.3717880249023438,1.8458366394042969,0.4856586456298828,12.08043098449707,5.699634552001953,3.6427974700927734,1.3277530670166016,1.7671585083007812,49.74627494812012,0.1,1
1750794639.5932996,1,4.944801330566406,10.622262954711914,5.369663238525391,2.491474151611328,2.2728443145751953,0.16355514526367188,0.31375885009765625,1.5461444854736328,1.1458396911621094,0.3726482391357422,10.052680969238281,5.464315414428711,2.9151439666748047,1.1279582977294922,1.226186752319336,40.479421615600586,0.1,1
